city,shape,latitude,longitude,date,province,duration,disp_lat,disp_long
Toronto,Spherical,43.666667,-79.416667,1994-10-10,ON,3600,43.691053021830136,-79.43445650406237
St. John's,Spherical,47.55,-52.666667,1998-10-10,NF,7200,47.5515525858663,-52.659555395451015
Victoria,Cylindrical,46.216667,-63.483333,2000-10-10,BC,30,46.246579541173396,-63.45775106921738
Vancouver,Other,49.25,-123.133333,2001-10-10,BC,300,49.23327129017562,-123.12300999348926
Victoria,Unknown,46.216667,-63.483333,2002-10-10,BC,120,46.214229330085786,-63.44337520953215
Portage La Prairie,Other,49.966667,-98.3,2004-10-10,MB,1200,49.936845485456864,-98.31258255286141
Nobel,Unknown,45.416667,-80.1,2004-10-10,ON,300,45.38760839451161,-80.080134548191
London,Other,42.983333,-81.25,2008-10-10,ON,120,42.96210051920209,-81.26211967976762
Hamilton,Light,43.25,-79.833333,2011-10-10,ON,4,43.23687647391111,-79.85183844119251
Ottawa,Light,45.416667,-75.7,2013-10-10,ON,10,45.42298024609741,-75.69940833162516
Harvey Station,Light,45.716667,-67,2013-10-10,NB,120,45.68220901170803,-67.00751633983104
Parry Sound,Disk/Circle,45.333333,-80.033333,1999-10-11,ON,6,45.34986200898829,-80.00604222344181
St. John's,Light,47.55,-52.666667,2009-10-11,NF,5,47.56764969451352,-52.68788096316213
Hamilton,Cylindrical,43.25,-79.833333,2013-10-11,ON,3600,43.23052589785308,-79.84739383554027
Pickering,Disk/Circle,43.866667,-79.033333,2013-10-11,ON,300,43.89359685814064,-79.0029157979036
Windsor,Light,45.583333,-72,2013-10-11,ON,300,45.57893307372871,-71.9966188069433
Edmonton,Square/Rectangular,53.55,-113.5,1966-10-01,AB,300,53.52010069252923,-113.50352211833
Kingston,Spherical,44.233333,-76.483333,1970-10-01,ON,180,44.24709050159845,-76.44743668550572
Victoria,Spherical,46.216667,-63.483333,1987-10-01,BC,900,46.223790345062135,-63.472593231051604
Markham,Cylindrical,43.866667,-79.266667,2000-10-01,ON,600,43.87170189537164,-79.25445815011916
Peterborough,Unknown,44.3,-78.333333,2003-10-01,ON,30,44.310289313327516,-78.37058296345114
Quesnel,Other,52.983333,-122.483333,2003-10-01,BC,120,52.998423346951036,-122.5146584681043
Saskatoon,Disk/Circle,52.133333,-106.666667,2004-10-01,SK,7,52.14152207706067,-106.70073674058595
Hamilton,Light,43.25,-79.833333,2005-10-01,ON,15,43.22563233403489,-79.86024420048982
Barrie,Disk/Circle,44.383333,-79.7,2007-10-01,ON,60,44.41632162230032,-79.69919496510178
North Battleford,Disk/Circle,52.766667,-108.283333,2007-10-01,SK,60,52.78812751101386,-108.26532253097687
Delta,Disk/Circle,50.183333,-98.316667,2008-10-01,BC,5,50.2053768302122,-98.30248958090378
Saskatoon,Other,52.133333,-106.666667,2010-10-01,SK,60,52.10515304434988,-106.68278384791742
Thunder Bay,Other,48.4,-89.233333,2011-10-01,ON,5,48.435733882561316,-89.20601137781462
Welland,Fireball,42.983333,-79.25,2012-10-01,ON,2700,43.004827811307635,-79.2115974712186
Langley,Triangular,49.1,-122.65,2002-10-12,BC,30,49.07866715602577,-122.68799803772939
Pickering,Disk/Circle,43.866667,-79.033333,2003-10-12,ON,7200,43.87815252460596,-79.05454489592404
Richmond Hill,Disk/Circle,43.866667,-79.433333,2005-10-12,NA,3,43.88557732999381,-79.40841217756217
Cornwall,Spherical,46.24,-63.21,2006-10-12,ON,1620,46.21331500399859,-63.20375197632239
Victoria,Unknown,46.216667,-63.483333,2006-10-12,BC,120,46.25218979327064,-63.47234261222128
Oshawa,Triangular,43.9,-78.866667,2012-10-12,ON,3,43.87575339198113,-78.86327264180464
Keswick,Spherical,44.25,-79.466667,2013-10-12,ON,120,44.26376140294596,-79.43591091618002
Sundridge,Spherical,45.766667,-79.4,2013-10-12,ON,15,45.740591949523065,-79.40414385354147
Mississauga,Fireball,43.15,-79.5,2003-10-13,ON,180,43.176139040663834,-79.53996619507667
Bolton,Light,43.883333,-79.733333,2003-10-13,ON,120,43.88378864290136,-79.70738724552041
Laval,Triangular,45.6,-73.733333,2003-10-13,PQ,180,45.60319242624566,-73.70760445337689
Iroquois Falls,Triangular,48.766667,-80.666667,2007-10-13,ON,120,48.80363676313367,-80.64491909503995
Belleville,Disk/Circle,44.166667,-77.383333,2009-10-13,ON,5,44.150537728537444,-77.35925587482696
Calgary,Light,51.083333,-114.083333,2012-10-13,AB,120,51.069383609741365,-114.09351826965751
Toronto,Fireball,43.666667,-79.416667,2013-10-13,ON,3600,43.695464926977266,-79.44173270583208
Regina,Light,50.45,-104.616667,2013-10-13,SK,20,50.42909511348233,-104.58599209006935
Winnipeg,Spherical,49.883333,-97.166667,1998-10-14,MB,3600,49.89890721563193,-97.17264112476316
Kingston,Light,44.233333,-76.483333,1999-10-14,ON,45,44.251619447357385,-76.49073811957555
Windsor,Other,45.583333,-72,2002-10-14,ON,600,45.57955439876709,-71.98983427701519
Oshawa,Light,43.9,-78.866667,2002-10-14,ON,1200,43.90458074197173,-78.86397805728076
Chicoutimi,Cylindrical,48.433333,-71.066667,2003-10-14,PQ,2,48.456052460315995,-71.10474882632546
Calgary,Other,51.083333,-114.083333,2010-10-14,AB,20,51.10033078273702,-114.05495262984132
Hawkesbury,Spherical,45.616667,-74.6,2013-10-14,ON,30,45.635379471667676,-74.59969009645283
Hawkesbury,Spherical,45.616667,-74.6,2013-10-14,ON,30,45.607408574093704,-74.5832075245306
Toronto,Light,43.666667,-79.416667,2013-10-14,ON,1200,43.6714505046798,-79.39147364582925
Edmonton,Cylindrical,53.55,-113.5,1952-10-16,AB,120,53.51687984548509,-113.4775233251788
Toronto,Disk/Circle,43.666667,-79.416667,1972-10-15,ON,2,43.63603754460868,-79.41754015689773
Stonewall,Triangular,50.133333,-97.316667,1981-10-15,MB,36000,50.135560417025715,-97.34502843404242
Ottawa,Triangular,45.416667,-75.7,1988-10-15,ON,2700,45.449277558345905,-75.72271961389107
Georgetown,Disk/Circle,46.183333,-62.533333,1989-10-15,ON,240,46.2137689293729,-62.5433775680879
Mississauga,Triangular,43.15,-79.5,1999-10-15,ON,3,43.142665361184626,-79.46369863709438
Montreal,Unknown,45.5,-73.583333,1999-10-15,PQ,900,45.469354702401915,-73.59199036819803
Whitby,Disk/Circle,43.866667,-78.933333,2000-10-15,ON,1,43.83622000914124,-78.9525921969855
Sherwood Park,Spherical,53.516667,-113.316667,2000-10-15,AB,45,53.51642350276988,-113.29498268112599
Waterloo,Disk/Circle,45.35,-72.516667,2004-10-15,ON,15,45.38566854214295,-72.53396836131866
Thunder Bay,Disk/Circle,48.4,-89.233333,2005-10-15,ON,120,48.4242173987627,-89.20155489599279
Thompson,Unknown,55.75,-97.866667,2006-10-15,MB,432000,55.72159050768242,-97.88229451647084
Kirkland,Disk/Circle,45.46,-73.85,2013-10-15,QC,300,45.46951895294711,-73.81030591044578
Winnipeg,Triangular,49.883333,-97.166667,1988-10-16,MB,1200,49.92290680820065,-97.12919037658781
Doaktown,Unknown,46.55,-66.116667,2001-10-16,NB,120,46.52486413199455,-66.15028764091487
Rosthern,Cylindrical,52.65,-106.333333,2005-10-16,SK,120,52.663224468920376,-106.30691234763657
Ottawa,Light,45.416667,-75.7,1998-10-17,ON,30,45.43823609558921,-75.67505679233003
Victoria,Other,46.216667,-63.483333,1999-10-17,BC,300,46.25193099459689,-63.485793419945416
Montreal,Light,45.5,-73.583333,2003-10-17,PQ,4200,45.496359955947845,-73.57375236716065
Cornwall,Other,46.24,-63.21,2013-10-17,ON,180,46.25372539622709,-63.21066505571827
Chilliwack,Other,49.166667,-121.95,2013-10-18,BC,120,49.180734699313156,-121.96575432281941
Vancouver,Unknown,49.25,-123.133333,2000-10-18,BC,60,49.238716581948104,-123.11560247575808
Regina,Light,50.45,-104.616667,2001-10-18,SA,120,50.45853029303253,-104.59298754556164
Bridgewater,Disk/Circle,44.366667,-64.516667,2003-10-18,NS,300,44.394030405339414,-64.47847463499815
Gagetown,Disk/Circle,45.766667,-66.15,2012-10-18,NB,300,45.78537280347254,-66.15624493498355
Victoria,Light,46.216667,-63.483333,2013-10-18,BC,600,46.23598779598307,-63.51431204978317
Chesterville,Disk/Circle,45.966667,-71.816667,1998-10-19,ON,420,45.95024127014038,-71.83714318174923
Pickering,Disk/Circle,43.866667,-79.033333,2000-10-19,ON,600,43.88547099696528,-79.025452435668
Sherwood Park,Unknown,53.516667,-113.316667,2000-10-19,AB,2,53.549046556261,-113.31284167427626
Calgary,Spherical,51.083333,-114.083333,2002-10-19,AB,600,51.0492105930293,-114.12123915094821
Vancouver,Light,49.25,-123.133333,2003-10-19,BC,3,49.26796339815482,-123.10015095293467
Oshawa,Square/Rectangular,43.9,-78.866667,2009-10-19,ON,20,43.87054793749005,-78.8782096645428
Riverview,Light,46.05,-64.81,2013-10-19,NB,1200,46.0525252725929,-64.84151941463348
Napanee,Fireball,44.25,-76.95,2013-10-19,ON,2700,44.226732581667605,-76.93134585233408
Ottawa,Disk/Circle,45.416667,-75.7,1989-10-20,ON,80,45.430373494979555,-75.71588232964277
Toronto,Light,43.666667,-79.416667,2002-10-20,ON,2,43.65572191692945,-79.37719025051283
Markham,Light,43.866667,-79.266667,2004-10-20,ON,120,43.8560121955542,-79.30461573677191
Toronto,Triangular,43.666667,-79.416667,2004-10-20,ON,30,43.65334752364141,-79.43531787976679
Timmins,Light,48.466667,-81.333333,2004-10-20,ON,300,48.44303752919716,-81.30878735696842
Chateauguay,Other,45.383333,-73.75,2005-10-20,QC,20,45.39197216045055,-73.71499419514093
Victoria,Spherical,46.216667,-63.483333,2006-10-20,BC,7200,46.231527526900734,-63.510992270744744
Sioux Lookout,Light,50.1,-91.916667,2007-10-20,ON,3,50.065990106910476,-91.93978414015899
Williams Lake,Triangular,52.116667,-122.15,2011-10-20,BC,1800,52.107958140653196,-122.14175006324426
Ottawa,Disk/Circle,45.416667,-75.7,2012-10-20,ON,900,45.404498595707686,-75.67824248835447
Waterloo,Other,45.35,-72.516667,2000-10-21,ON,10,45.36933218365535,-72.5188699235214
Whycocomagh,Disk/Circle,45.966667,-61.116667,2001-10-21,NS,300,45.936817562655186,-61.135364154819946
St. Catharines,Triangular,43.166667,-79.233333,2004-10-21,ON,60,43.17612379292082,-79.26784601872727
Wasaga Beach,Cylindrical,44.52,-79.99,1998-10-02,ON,20,44.48905211035163,-79.9582156425901
Hanna,Cylindrical,51.633333,-111.916667,2003-10-02,AB,180,51.667928788531,-111.91565927246643
Smithers,Unknown,54.766667,-127.166667,2003-10-02,BC,120,54.78437833761853,-127.15530141608848
Toronto,Spherical,43.666667,-79.416667,2005-10-02,ON,120,43.661508451961545,-79.39058252913937
Peterborough,Triangular,44.3,-78.333333,2001-10-22,ON,3,44.28703027499839,-78.37048089217335
London,Triangular,42.983333,-81.25,2002-10-22,ON,120,42.95145865034256,-81.24592943774536
Houston,Light,54.4,-126.65,2003-10-22,BC,180,54.402826092410834,-126.68295247042549
Houston,Fireball,54.4,-126.65,2003-10-22,BC,4,54.38345200544224,-126.67663968648759
Ottawa,Unknown,45.416667,-75.7,2012-10-22,ON,600,45.43119353672545,-75.7385780249722
Toronto,Light,43.666667,-79.416667,2012-10-22,ON,120,43.69971437931117,-79.42595128044542
Oakville,Disk/Circle,43.433333,-79.666667,1999-10-23,ON,4,43.4067192290904,-79.69230804650168
Toronto,Light,43.666667,-79.416667,2000-10-24,ON,1733,43.644828171972755,-79.42590541681331
Hamiota,Other,50.183333,-100.6,2008-10-23,MB,90,50.17423237867597,-100.63656097488474
Toronto,Triangular,43.666667,-79.416667,2009-10-23,ON,25,43.644741493389574,-79.4159622952534
Ottawa,Spherical,45.416667,-75.7,2010-10-23,ON,10,45.43656901484411,-75.7352066542953
Carleton Place,Triangular,45.133333,-76.133333,2011-10-23,ON,10,45.171644881069085,-76.1260597947048
Winnipeg,Triangular,49.883333,-97.166667,1977-10-24,MB,60,49.856330879888866,-97.17546338539627
Musquodoboit Harbour,Other,44.783333,-63.15,1997-10-24,NS,45,44.80643518922793,-63.12091834183785
Oakville,Disk/Circle,43.433333,-79.666667,1999-10-24,ON,4,43.40646894231382,-79.6982264096109
Toronto,Disk/Circle,43.666667,-79.416667,2000-10-24,ON,240,43.7007707589684,-79.42278190404234
Edmonton,Light,53.55,-113.5,2008-10-24,AB,900,53.51898588517681,-113.53321569191289
Montreal,Other,45.5,-73.583333,2012-10-24,QC,3,45.49430589301512,-73.58159266360047
West Vancouver,Light,49.25,-123.133333,2013-10-24,BC,600,49.26972193498164,-123.12519492236841
Endako,Unknown,54.083333,-125.016667,1989-10-25,BC,1500,54.054365171752316,-124.99543056875525
Edmonton,Cylindrical,53.55,-113.5,1999-10-25,AB,2400,53.57250439411028,-113.46249789832163
Victoria,Light,46.216667,-63.483333,2007-10-25,BC,60,46.22145757131335,-63.48864395487997
Vulcan,Disk/Circle,50.4,-113.25,2007-10-25,AB,60,50.42245357375592,-113.27143427897242
Toronto,Light,43.666667,-79.416667,2009-10-25,ON,2,43.6995532244822,-79.4464267538307
Barrhead,Light,54.116667,-114.4,2010-10-25,AB,90,54.09329731337783,-114.37677839433778
Brighton,Spherical,44.033333,-77.733333,2011-10-25,ON,900,44.061736331153085,-77.73289332369286
Toronto,Square/Rectangular,43.666667,-79.416667,2012-10-25,ON,300,43.64008060466555,-79.40218404362037
Thornhill,Triangular,43.8,-79.416667,2000-10-26,ON,120,43.76910096528009,-79.38270252449497
Vernon,Other,46.183333,-62.883333,2003-10-26,BC,300,46.22314324112551,-62.91150098267884
Bearskin Lake,Disk/Circle,53.933333,-90.983333,2007-10-26,ON,10,53.9307050148392,-90.96327974766439
Kagawong,Spherical,45.9,-82.25,2013-10-26,ON,3600,45.90900789106264,-82.2417548339814
Windsor,Spherical,45.583333,-72,2013-10-26,ON,1800,45.61063246231469,-72.01945408249271
Abbotsford,Triangular,45.433333,-72.883333,2001-10-27,BC,9,45.4704985030921,-72.84921307988411
Vancouver,Unknown,49.25,-123.133333,2004-10-27,BC,60,49.222460346538575,-123.15972686445281
Oshawa,Fireball,43.9,-78.866667,2007-10-27,ON,5,43.936238066125654,-78.88354468163159
Calgary,Light,51.083333,-114.083333,2011-10-27,AB,300,51.06297251405139,-114.09827406525554
Hamilton,Light,43.25,-79.833333,2013-10-27,ON,60,43.26434530867263,-79.80983967067618
Port Alberni,Disk/Circle,49.233333,-124.8,2013-10-27,BC,300,49.200162726472506,-124.78068990511821
Victoria,Light,46.216667,-63.483333,2003-10-28,BC,60,46.203384020832004,-63.46807035218869
Saskatoon,Light,52.133333,-106.666667,2006-10-28,SK,10800,52.09530621260349,-106.6589211013919
Montreal,Other,45.5,-73.583333,2010-10-28,QC,180,45.50419938486069,-73.61355589348763
Pierrefonds,Disk/Circle,45.466667,-73.883333,2013-10-28,QC,600,45.50391380075421,-73.89274299180077
Pierrefonds,Light,45.466667,-73.883333,2013-10-28,QC,1200,45.469859470930515,-73.86860750909838
Vancouver,Light,49.25,-123.133333,2003-10-29,BC,2,49.261943512074645,-123.14520430322678
Kelowna,Fireball,49.9,-119.483333,1998-10-30,BC,2,49.9344643356651,-119.44994181949592
Sudbury,Other,46.5,-80.966667,1998-10-30,ON,14400,46.497188125941904,-80.92780230565057
Port Moody,Triangular,49.283333,-122.85,2003-10-30,BC,35,49.29633238183278,-122.86562258943913
Bolton,Cylindrical,43.883333,-79.733333,2013-10-30,ON,60,43.866056479978745,-79.75720418771671
Regina,Triangular,50.45,-104.616667,1995-10-31,SA,300,50.42561648437754,-104.63104815766272
Brampton,Disk/Circle,43.683333,-79.766667,1998-10-31,ON,34,43.65362316328976,-79.76910679036807
Pickering,Light,43.866667,-79.033333,2000-10-31,ON,20,43.83602735832391,-79.02573580587227
Pickering,Light,43.866667,-79.033333,2000-10-31,ON,30,43.87829809721616,-79.01334939995726
Amherstburg,Spherical,42.1,-83.1,2000-10-31,ON,45,42.07708100505174,-83.13776330839839
Vancouver,Disk/Circle,49.25,-123.133333,2003-10-31,BC,900,49.24805835567415,-123.13591083574983
Vancouver,Disk/Circle,49.25,-123.133333,2003-10-31,BC,900,49.27191564971581,-123.15838843142554
Hamilton,Unknown,43.25,-79.833333,2003-10-31,ON,300,43.258892696183175,-79.8687772247748
Vancouver,Other,49.25,-123.133333,2003-10-31,BC,300,49.22915421254933,-123.1173066704901
Vernon,Unknown,46.183333,-62.883333,2005-10-31,BC,420,46.17158232394549,-62.85963434414884
Vancouver,Other,49.25,-123.133333,2006-10-31,BC,2,49.271159056462345,-123.15817120687977
Stanley,Disk/Circle,55.416667,-104.55,1955-10-03,NB,7200,55.428630747963304,-104.52793756864966
Montreal,Formation,45.5,-73.583333,2000-10-03,PQ,15,45.53722460888326,-73.56246625669246
Mission,Light,49.133333,-122.3,2001-10-03,BC,7200,49.09626542642657,-122.32249676231292
Quesnel,Other,52.983333,-122.483333,2003-10-03,BC,480,53.00775239922049,-122.50320500701608
Victoria,Cylindrical,46.216667,-63.483333,2004-10-03,BC,10,46.181587835904786,-63.48582175789344
Merritt,Fireball,50.116667,-120.783333,2004-10-03,BC,300,50.108385429569154,-120.81076674658746
Ottawa,Light,45.416667,-75.7,2004-10-03,ON,900,45.43389831734877,-75.72283966900778
Mission,Disk/Circle,49.133333,-122.3,2004-10-03,BC,30,49.11632981425095,-122.27861278723927
Port Colborne,Fireball,42.883333,-79.233333,2009-10-03,ON,120,42.86828705474678,-79.23363554071578
Niagara Falls,Light,43.1,-79.05,2010-10-03,ON,5400,43.109313170071694,-79.03135732725264
Prince Rupert,Disk/Circle,54.316667,-130.333333,2011-10-03,BC,120,54.31889564719108,-130.34719586653577
Toronto,Disk/Circle,43.666667,-79.416667,2013-10-03,ON,3,43.6801625904819,-79.39741464266612
Victoria,Light,46.216667,-63.483333,2001-10-04,BC,10,46.247429171279634,-63.4587257350417
Montreal,Other,45.5,-73.583333,2008-10-04,NA,60,45.51957537423819,-73.59344465173723
Cambridge,Other,43.383333,-80.316667,2012-10-04,ON,900,43.35661185231004,-80.30300170060305
Fergus,Square/Rectangular,43.7,-80.366667,1990-10-05,ON,180,43.711235183980314,-80.3689716243377
Beamsville,Triangular,43.166667,-79.466667,2003-10-05,ON,180,43.147999267075775,-79.49597541440332
Ottawa,Disk/Circle,45.416667,-75.7,2011-10-05,ON,60,45.42212964538541,-75.73690650014204
Victoria,Disk/Circle,46.216667,-63.483333,2013-10-05,BC,6,46.2247867674945,-63.513070527482185
Toronto,Other,43.666667,-79.416667,2013-10-05,ON,3600,43.65076594518554,-79.38124712001593
Thorold,Triangular,43.116667,-79.2,2004-10-06,ON,600,43.104158752021014,-79.20028147336096
Kincardine,Light,44.166667,-81.633333,2004-10-06,ON,30,44.19897859096583,-81.65374447029025
Toronto,Unknown,43.666667,-79.416667,2011-10-06,ON,10800,43.67494440332111,-79.41709490554464
Montreal,Other,45.5,-73.583333,2011-10-06,QC,1200,45.496154582742605,-73.5729650996806
Kingston,Fireball,44.233333,-76.483333,2012-10-06,ON,2400,44.232516362219485,-76.4724311141478
Brockville,Triangular,44.583333,-75.683333,2012-10-06,ON,10,44.612347653358604,-75.67434297880102
Thompson,Light,55.75,-97.866667,2012-10-06,MB,1800,55.725410811137415,-97.83499784657792
Kitchener,Disk/Circle,43.45,-80.5,1971-10-07,ON,2700,43.424009739160546,-80.53838070183988
London,Spherical,42.983333,-81.25,2000-10-07,ON,60,43.0044709157938,-81.21486909704286
Vonda,Disk/Circle,52.316667,-106.1,2003-10-07,SK,10,52.278930061907154,-106.07659982640298
Cardston,Other,49.2,-113.316667,2005-10-07,AB,5,49.235619829762726,-113.32082806561198
Barrhead,Light,54.116667,-114.4,2009-10-07,AB,15,54.080326947179266,-114.36004648635168
St. Catharines,Unknown,43.166667,-79.233333,2012-10-07,ON,300,43.20003027044292,-79.23063249699715
Mississauga,Light,43.15,-79.5,2012-10-07,ON,360,43.160149783175434,-79.52692040180786
Mississauga,Spherical,43.15,-79.5,2013-10-07,ON,600,43.1586031528376,-79.48672288259492
Thunder Bay,Disk/Circle,48.4,-89.233333,1994-10-08,ON,900,48.372715428303934,-89.22877193769384
Salmon Arm,Cylindrical,50.7,-119.283333,2003-10-08,BC,37800,50.67776103526354,-119.27914879778344
Quesnel,Disk/Circle,52.983333,-122.483333,2005-10-08,BC,60,52.95071732142885,-122.45200801592267
Gananoque,Spherical,44.333333,-76.166667,2011-10-08,ON,30,44.30408838473205,-76.12848737638504
Attawapiskat,Spherical,52.916667,-82.433333,2012-10-08,ON,300,52.94097445806544,-82.42457469047923
White Rock,Fireball,49.033333,-122.816667,2013-10-08,BC,600,49.01893629249129,-122.8542406495107
Victoria,Other,46.216667,-63.483333,2013-10-08,NF,4500,46.24191149136108,-63.4621492198663
New Westminster,Disk/Circle,49.216667,-122.916667,2002-10-09,BC,30,49.177053556796736,-122.95439817469621
Winnipeg,Light,49.883333,-97.166667,2002-10-09,MB,15,49.86047102957908,-97.1588343478745
Smithers,Other,54.766667,-127.166667,2003-10-09,BC,600,54.77824158439469,-127.19968362907002
St. Catharines,Triangular,43.166667,-79.233333,2010-10-09,ON,30,43.19490182401668,-79.2189266398916
Edmonton,Other,53.55,-113.5,2011-10-09,AB,1200,53.58614428348838,-113.47552283067259
Caledon,Triangular,43.866667,-80,2012-10-09,ON,3,43.847828666922275,-79.98382546693088
La Ronge,Unknown,55.1,-105.3,1971-01-10,SA,300,55.126988831833,-105.29292234854773
Prince George,Other,53.916667,-122.766667,1976-01-10,BC,5,53.9015337374067,-122.7469942922896
Vaudreuil,Other,45.4,-74.033333,2001-01-10,PQ,360,45.39625876314938,-74.03272815922219
Victoria,Light,46.216667,-63.483333,2003-01-10,BC,4,46.233390069529975,-63.49972263717966
Beaverdam,Unknown,54.203611,-110.306667,2013-01-10,NB,180,54.21435147319591,-110.32556589730139
Terrace,Unknown,54.5,-128.583333,2014-01-10,BC,20,54.48573276882991,-128.54542905593237
Vancouver,Disk/Circle,49.25,-123.133333,1998-11-10,BC,2,49.24545585019514,-123.107291921209
Barrie,Spherical,44.383333,-79.7,2007-11-10,ON,600,44.37111566467154,-79.69631520975382
Niagara Falls,Cylindrical,43.1,-79.05,2009-11-10,ON,1800,43.08789203586057,-79.07477293338624
Mississauga,Disk/Circle,43.15,-79.5,2012-11-10,ON,60,43.156272460743786,-79.52573861036447
Moncton,Disk/Circle,46.083333,-64.766667,2012-11-10,NB,300,46.081252830810286,-64.75207725158019
New Westminster,Disk/Circle,49.216667,-122.916667,2013-11-10,BC,1200,49.247429076303355,-122.95090570660362
St. Albert,Unknown,53.633333,-113.633333,1978-11-11,AB,1200,53.64077981401178,-113.62865826927069
Saskatoon,Cylindrical,52.133333,-106.666667,1989-11-11,SA,3600,52.16080757133606,-106.70497391611391
Saskatoon,Triangular,52.133333,-106.666667,2003-11-11,SK,60,52.137680367919984,-106.69604254325907
Quebec,Spherical,46.8,-71.25,2004-11-11,QC,600,46.76463364994154,-71.25883465906604
Brockville,Spherical,44.583333,-75.683333,2005-11-11,ON,60,44.605528830494166,-75.64492047676764
Toronto,Triangular,43.666667,-79.416667,2005-11-11,ON,10,43.642004734539064,-79.3996989713615
Cold Lake,Unknown,54.465,-110.183056,2006-11-11,AB,120,54.50332064505666,-110.18272333647509
Corner Brook,Light,48.95,-57.933333,2010-11-11,NF,2,48.91035520637409,-57.94802118046151
Calgary,Disk/Circle,51.083333,-114.083333,2012-11-11,AB,9,51.04579477837254,-114.09504598896892
Brantford,Square/Rectangular,43.133333,-80.266667,2012-11-11,ON,60,43.125903148445666,-80.27912361387219
Montreal,Square/Rectangular,45.5,-73.583333,2013-11-11,QC,180,45.47238381221891,-73.60511174980492
Ponoka,Light,52.683333,-113.566667,2013-11-11,AB,3600,52.67253065457511,-113.55626617424247
Mississauga,Disk/Circle,43.15,-79.5,2000-11-01,ON,600,43.114520148132,-79.5062012206763
Vancouver,Other,49.25,-123.133333,2001-11-01,BC,10,49.28468049513175,-123.1497393124731
Calgary,Spherical,51.083333,-114.083333,2002-11-01,AB,120,51.068813922274295,-114.06023318199387
Thornhill,Other,43.8,-79.416667,2002-01-11,ON,60,43.801210132706906,-79.40722875397711
Leamington,Disk/Circle,42.05,-82.583333,2002-01-11,ON,300,42.04631779586896,-82.6127399126248
Oshawa,Spherical,43.9,-78.866667,2003-11-01,ON,20,43.92458772098645,-78.89877343794386
Calgary,Other,51.083333,-114.083333,2005-01-11,AB,600,51.097654196340024,-114.0792337979557
Peterborough,Other,44.3,-78.333333,2006-11-01,ON,900,44.3102699737437,-78.30895430279841
Fredericton,Fireball,45.95,-66.633333,2007-11-01,NB,5,45.936928311493254,-66.63392371036055
Kelowna,Light,49.9,-119.483333,2009-01-11,BC,180,49.89488323898986,-119.49204688973667
Toronto,Light,43.666667,-79.416667,2010-11-01,ON,10,43.67066976375934,-79.44997017839978
Ingleside,Triangular,45,-75,2010-01-11,ON,300,45.03540339631959,-74.99608804829418
Salmon Arm,Disk/Circle,50.7,-119.283333,2011-01-11,BC,600,50.73332638133317,-119.29400495378243
Brampton,Cylindrical,43.683333,-79.766667,2011-11-01,ON,30,43.66191093323696,-79.78196258259992
Edmonton,Unknown,53.55,-113.5,2012-01-11,AB,1200,53.5321318057552,-113.51924250649286
Ottawa,Unknown,45.416667,-75.7,2014-01-11,ON,7,45.38762126250249,-75.73371761709448
New Westminster,Disk/Circle,49.216667,-122.916667,2014-01-11,BC,600,49.19948041593713,-122.89065070316255
Kelowna,Light,49.9,-119.483333,2003-11-12,BC,8,49.90071385029703,-119.5119846143754
Canmore,Fireball,51.1,-115.35,2012-11-12,AB,1,51.0896878070198,-115.37078545691443
Richmond,Other,45.666667,-72.15,2012-11-12,BC,20,45.64404278663975,-72.17330661920829
Vancouver,Fireball,49.25,-123.133333,2009-11-13,BC,15,49.28449835831299,-123.14356507938297
Vancouver,Fireball,49.25,-123.133333,2009-11-13,BC,15,49.24991983104497,-123.11106818756033
Surrey,Light,49.136353351,-122.821343315,2011-11-13,BC,5,49.15721595336799,-122.79608453558602
Orangeville,Light,43.916667,-80.083333,2013-11-13,ON,2940,43.94461536051761,-80.04643293322941
Burnaby,Triangular,49.25,-122.95,1997-11-14,BC,60,49.25976449159905,-122.92643057620155
Milton,Triangular,46.3,-63.216667,1999-11-14,ON,120,46.29331714937463,-63.22139379877653
London,Light,42.983333,-81.25,2006-11-14,ON,15,43.00870657065826,-81.23108970690521
North Bay,Light,46.3,-79.45,2008-11-14,ON,180,46.29338904321194,-79.41487252248454
Aurora,Fireball,44,-79.466667,2010-11-14,ON,135,43.99805520413444,-79.43057373052523
Boucherville,Light,45.6,-73.45,2012-11-14,QC,2,45.56087473111228,-73.43086258396508
Fredericton,Triangular,45.95,-66.633333,2013-11-14,NB,120,45.97546620549634,-66.63618777560012
Vancouver,Light,49.25,-123.133333,2013-11-14,BC,NA,49.26948901811614,-123.1682702063763
Vancouver,Spherical,49.25,-123.133333,1969-11-15,BC,25200,49.24873752346262,-123.10695318013374
Cambridge,Formation,43.383333,-80.316667,1976-11-15,ON,900,43.39811539862248,-80.29472637172846
Hay Lakes,Disk/Circle,53.2,-113.05,1984-11-15,AB,2700,53.226410124003884,-113.05237415108829
Gatineau,Triangular,45.483333,-75.65,1987-11-15,QC,2700,45.4906174179906,-75.64675735784695
Halifax,Unknown,44.65,-63.6,2003-11-15,NS,60,44.6206901023537,-63.635124920234055
Vernon,Light,46.183333,-62.883333,2003-11-15,BC,5,46.164397467653636,-62.871641635018776
Edmonton,Triangular,53.55,-113.5,2005-11-15,AB,120,53.55947276756167,-113.50549247113987
Niagara Falls,Light,43.1,-79.05,2009-11-15,ON,6300,43.129522987511,-79.0657279829867
